date,close,volume,day_of_week,month,is_weekend,sin_dow,cos_dow,sin_month,cos_month,return_log_lag_1,return_log_lag_2,return_log_lag_3,range_hl,close_lag_1,close_lag_2,close_lag_3,close_lag_4,close_lag_5,close_lag_6,close_lag_7,target_next_close,volatility_7d,momentum_7d,rolling_max_7d,rolling_min_7d,volatility_14d,momentum_14d,rolling_max_14d,rolling_min_14d,volatility_30d,momentum_30d,rolling_max_30d,rolling_min_30d
2018-02-10,9757.970703125,11445355859,6,9,1,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,0.003379326975376171,0.009207926773968323,-0.025355880586420892,213.8115234375,9630.6640625,9598.173828125,9510.2001953125,9754.4228515625,10185.5,10370.8203125,10138.517578125,10346.7607421875,0.02384289364276789,-0.03753476502532016,10370.8203125,9510.2001953125,0.02954467362805292,-0.056819119303084475,10916.0537109375,9510.2001953125,0.03318495812114565,-0.07227528688948104,11966.4072265625,9510.2001953125
2018-02-11,6834.759765625,4272750080,1,4,0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,-0.03665561276645477,0.0161371745154427,0.040569778635102284,168.26025390625,6770.72998046875,7023.52001953125,6911.08984375,6636.31982421875,6811.47021484375,6853.83984375,7456.10986328125,6968.31982421875,0.04096306021220636,-0.08333435384531862,7023.52001953125,6636.31982421875,0.0454030725122807,-0.12744480667265679,7954.47998046875,6636.31982421875,0.041471204447242414,-0.2864574736425496,9205.1201171875,6636.31982421875
2018-02-12,3502.656005859375,5020968740,0,12,0,0.0,1.0,-2.4492935982947064e-16,1.0,0.03896482421444885,0.016293013151101775,-0.029151749215485624,177.18798828125,3614.234375,3476.11474609375,3419.937255859375,3521.101806640625,3753.994873046875,3956.893798828125,3894.130859375,3424.588134765625,0.03903364291181621,-0.10052945513455491,3956.893798828125,3419.937255859375,0.050028040505376764,-0.07315807752745662,4278.8466796875,3419.937255859375,0.05319411150184546,-0.45349732284947464,6411.27001953125,3419.937255859375
2018-02-13,3820.719970703125,5998720000,1,11,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,-0.059289959286095456,0.03275273942871904,-0.11348021178490733,201.949951171875,3779.1298828125,4009.969970703125,3880.760009765625,4347.10986328125,4365.93994140625,4602.169921875,4451.8701171875,4257.419921875,0.05499140277844428,-0.14177191379588328,4602.169921875,3779.1298828125,0.0573877173500481,-0.39920971180190534,5738.35009765625,3779.1298828125,0.04284130530990691,-0.41096358834871116,6530.14013671875,3779.1298828125
2018-02-14,36502.35546875,19057712790,0,11,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.002251742592082081,-0.004725682318407844,0.01677834605033404,1005.51171875,37054.51953125,37138.05078125,37313.96875,36693.125,35655.27734375,35443.5625,35037.37109375,35537.640625,0.014641264911515154,0.041812051796926264,37313.96875,35443.5625,0.01283448608515054,0.057966817263989556,37313.96875,34667.78125,0.02196704175486239,0.35889932185934414,37313.96875,27159.65234375
2018-02-15,10760.06640625,47144380902,3,9,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-0.028125828810467837,0.0072569445920738825,-0.04449331082805089,539.56640625,10246.1865234375,10538.4599609375,10462.259765625,10938.271484375,11094.3466796875,10944.5859375,10948.990234375,10692.716796875,0.030442423105052588,-0.017254908816327408,11094.3466796875,10246.1865234375,0.02354665796488819,0.038301883912085444,11094.3466796875,10246.1865234375,0.02965560044112809,-0.05332229221915907,11970.478515625,10131.5166015625
2018-02-16,30295.806640625,8011667756,5,7,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,-0.036955452769762046,0.03505911799946575,-0.007516669538967959,144.318359375,30334.068359375,31476.048828125,30391.646484375,30620.951171875,30414.470703125,30171.234375,30292.541015625,30249.1328125,0.021522433921325662,0.00010780294060896978,31476.048828125,30171.234375,0.01733820256968585,-0.009619834351926815,31476.048828125,29909.337890625,0.02035665004777719,0.18452218132656206,31476.048828125,26327.462890625
2018-02-17,28245.98828125,21340360360,3,4,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,-0.05319953662867234,0.03183646099781629,-0.02912872327682135,1039.142578125,28822.6796875,30397.552734375,29445.044921875,30315.35546875,30318.49609375,30485.69921875,30399.06640625,27276.91015625,0.02698196827974828,-0.07082711344573822,30485.69921875,28245.98828125,0.024614619320147812,0.007197498363350263,30485.69921875,27925.859375,0.02258995273876883,0.0024905001504920143,30485.69921875,27139.888671875
2018-02-18,6773.8798828125,3386210048,6,7,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0.027115385407600508,0.005162002311365564,0.0062841192296037365,137.93017578125,6856.93017578125,6673.5,6639.14013671875,6597.5498046875,6529.58984375,6614.18017578125,6385.81982421875,6741.75,0.018074455338877245,0.06076902720023525,6856.93017578125,6529.58984375,0.024927103755177916,0.0972991293446257,6856.93017578125,5903.43994140625,0.03655404024403197,-0.11161298056665037,7531.97998046875,5903.43994140625
2018-02-19,60892.1796875,34250964237,5,10,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0718874583745788,-0.0013872457018979745,0.023978814816483514,2068.35546875,61593.94921875,57321.5234375,57401.09765625,56041.05859375,57484.7890625,54771.578125,54968.22265625,61553.6171875,0.03506416998690043,0.10777057625268571,61593.94921875,54771.578125,0.03246712105174416,0.27625823215893774,61593.94921875,48199.953125,0.04168088357928332,0.2743386083348185,61593.94921875,40693.67578125
2018-02-20,16625.080078125,9244361700,6,1,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,-0.003323665649558149,-0.002391695878759684,0.00540864482551941,109.205078125,16547.49609375,16602.5859375,16642.341796875,16552.572265625,16717.173828125,16919.8046875,16841.986328125,16688.470703125,0.007167280796466196,-0.012878899541545197,16919.8046875,16547.49609375,0.010814074544097258,-0.007930341940708296,16919.8046875,16439.6796875,0.014739524110210405,-0.02712793594619234,17815.650390625,16439.6796875
2018-02-21,10397.900390625,6936189952,2,2,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.0340346060989737,0.07011553986619887,-0.01523197751850677,696.7001953125,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,10951.0,0.049592188925533284,-0.027360995782394593,10725.599609375,9664.73046875,0.053141255096785515,0.09513488350374044,11403.7001953125,9664.73046875,0.0720393132756987,-0.07953861132132622,11403.7001953125,6955.27001953125
2018-02-22,5064.48779296875,16555616019,3,4,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0.02271680293391717,-0.016163226787921488,0.017328472526209032,336.92919921875,5324.5517578125,5204.95849609375,5289.77099609375,5198.89697265625,5059.8173828125,5036.68115234375,4922.798828125,5089.5390625,0.028134913434006776,0.028782196833689655,5324.5517578125,5036.68115234375,0.04619081452814249,0.24461892296201193,5324.5517578125,4098.37451171875,0.0325835420904485,0.2955449895277913,5324.5517578125,3906.71728515625
2018-02-23,33901.52734375,44934999645,1,10,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0.09812340552916099,0.002519829955235934,0.007901299916077796,2269.671875,33086.234375,29993.896484375,29918.412109375,29682.94921875,28719.806640625,28328.341796875,28415.748046875,34502.8203125,0.03445843322957625,0.19305419261972578,33901.52734375,28328.341796875,0.0294142151983603,0.23768767734520657,33901.52734375,26756.798828125,0.023196879443421595,0.29115099905195785,33901.52734375,26217.25
2018-02-24,26911.720703125,10396435377,4,9,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0.02506320623495958,0.005153782852789497,-0.003093569595525136,504.173828125,27021.546875,26352.716796875,26217.25,26298.48046875,26256.826171875,26579.390625,26579.568359375,26967.916015625,0.011622171429819634,0.012496528884858416,27021.546875,26217.25,0.011206862627166525,0.011388283507849595,27211.1171875,26217.25,0.015127638574538017,-0.014123939268184449,27211.1171875,25162.654296875
2018-02-25,3960.9111328125,9394210605,4,3,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.00450815746490209,-0.00062410552370009,0.0010055701480762823,54.527587890625,3924.369140625,3906.71728515625,3909.15625,3905.227294921875,3951.599853515625,3963.313720703125,3901.131591796875,4048.725830078125,0.008876709038121426,0.015323641258686793,3963.313720703125,3905.227294921875,0.013127911270286079,0.026253450993130034,3963.313720703125,3761.55712890625,0.022996698865278803,0.09053804738750082,4142.52685546875,3616.880859375
2018-02-26,6652.22998046875,3979460000,0,10,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0.002219673093834595,-0.005173043848845555,0.0069383488553248175,99.02001953125,6602.9501953125,6588.31005859375,6622.47998046875,6576.68994140625,6502.58984375,6556.10009765625,6589.6201171875,6642.64013671875,0.007570838738362054,0.009501285683820582,6652.22998046875,6502.58984375,0.011760197034058655,0.008615055451085984,6676.75,6446.47021484375,0.014191609747688278,0.06846311766776791,6734.9501953125,6281.2001953125
2018-02-27,10915.685546875,63314794397,3,10,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0.006069812450621233,-0.017659664062251813,0.011532279024733388,383.130859375,10668.96875,10604.40625,10793.33984375,10669.5830078125,10549.3291015625,10575.974609375,10619.4521484375,11064.4580078125,0.013215346249150725,0.02789535602183446,10915.685546875,10549.3291015625,0.011361694455122003,0.014462656153739761,10915.685546875,10549.3291015625,0.017687073030728036,0.07739896958680048,11094.3466796875,10242.34765625
2018-02-28,3915.71435546875,9908216640,0,2,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.01206226371912486,0.002476157344838119,0.0010859628225890826,266.6826171875,3673.836181640625,3629.78759765625,3620.810791015625,3616.880859375,3632.070556640625,3653.528564453125,3648.4306640625,3947.094482421875,0.024353134592996623,0.07325990707156027,3915.71435546875,3616.880859375,0.02677183964879698,0.13198611445867114,3915.71435546875,3399.4716796875,0.02152207424846537,0.050192454061676495,3915.71435546875,3399.4716796875
2018-03-01,27119.06640625,9360912318,6,6,1,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,-0.006422915434419119,0.01589161106579633,-0.014792581991188054,438.794921875,27075.12890625,27249.58984375,26819.97265625,27219.658203125,27702.349609375,27745.884765625,28085.646484375,25760.09765625,0.011544199924311072,-0.03441544700289312,27745.884765625,26819.97265625,0.01835569143161652,0.01365188784694138,28085.646484375,26334.818359375,0.015775819376099464,-0.08177987720218849,28904.623046875,26334.818359375
2018-03-02,69342.5859375,36188381096,4,6,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,-0.0045918902720176475,0.007272217816602819,0.025300225248925362,3400.59375,70757.1640625,71082.8203125,70567.765625,68804.78125,67751.6015625,67706.9375,67491.4140625,69305.7734375,0.014524861611559156,0.02742825736745913,71082.8203125,67706.9375,0.01364610633547651,0.011914939802249114,71082.8203125,67491.4140625,0.025187776458727038,0.13327208505199106,71448.1953125,60792.77734375
2018-03-03,26008.462890625,6034817316,5,8,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,-0.004393992436939317,-0.01023956576112509,0.015248455549160829,123.505859375,26047.66796875,26162.373046875,26431.640625,26031.65625,26124.140625,26189.583984375,26096.205078125,26089.693359375,0.008051036973169784,-0.003362258506067195,26431.640625,26008.462890625,0.0208349269089109,-0.11583852412201234,29408.443359375,26008.462890625,0.015918383416890048,-0.10962516196814454,29765.4921875,26008.462890625
2018-03-04,67367.8515625,37498611780,0,10,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0.009303330181939204,-0.000819623721527923,0.01500489704966544,2632.8828125,69001.703125,68362.734375,68418.7890625,67399.8359375,67612.71875,67041.109375,66046.125,67361.40625,0.013760624470617235,0.020012174257006077,69001.703125,67041.109375,0.020175748854680032,0.08244644544497959,69001.703125,60274.5,0.019402416646367535,0.06267090079480164,69001.703125,60274.5
2018-03-05,6640.51513671875,22363804217,1,12,0,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,-0.031216547911036934,0.003870282470955076,-0.020148956153597603,376.10107421875,6932.48046875,7152.3017578125,7124.673828125,7269.6845703125,7243.13427734375,7217.42724609375,7278.11962890625,7276.802734375,0.018895242237716353,-0.08760566254711577,7269.6845703125,6640.51513671875,0.018393738098646986,-0.09284383355063197,7564.34521484375,6640.51513671875,0.02388961091292988,-0.22586453293186914,8309.2861328125,6640.51513671875
2018-03-06,9613.423828125,35222060874,2,2,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,-0.0121854536490776,-0.00545597007771587,-0.005177910236525379,537.595703125,9180.962890625,9293.521484375,9344.365234375,9392.875,9350.529296875,9508.9931640625,9316.6298828125,9729.8017578125,0.021998799596749326,0.03185636319631313,9613.423828125,9180.962890625,0.024621785922987728,0.10742554715449071,9613.423828125,8367.84765625,0.026448406939522794,0.23737322030466146,9613.423828125,7879.0712890625
2018-03-07,42583.58203125,14802225490,6,2,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,-0.004493245492150753,0.002552374530244358,0.011514890294239742,722.8125,42992.25,43185.859375,43075.7734375,42582.60546875,42952.609375,43288.24609375,42035.59375,42658.66796875,0.014284371947601258,0.013036292160141016,43288.24609375,42582.60546875,0.02154430219186352,0.024979594707307484,43288.24609375,39507.3671875,0.02606915513573546,-0.03575663811958074,46970.50390625,39507.3671875
2018-03-08,50429.859375,19030650914,5,12,1,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0.0007412156675569818,0.043381939329586325,-0.006315834406489169,939.890625,50822.1953125,50784.5390625,48628.51171875,48936.61328125,46880.27734375,46707.015625,46848.77734375,50809.515625,0.02263177137725228,0.07643917801683564,50822.1953125,46707.015625,0.03158401943229344,0.02162271751982825,50822.1953125,46202.14453125,0.03516225791976603,-0.11950866159088902,57806.56640625,46202.14453125
2018-03-09,12823.689453125,43414712626,2,10,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0.014734826605249336,0.02227634146506345,0.010967693217915127,1283.6376953125,11916.3349609375,11742.037109375,11483.359375,11358.1015625,11322.123046875,11495.349609375,11429.5068359375,12965.8916015625,0.0276888615730454,0.12198099508579041,12823.689453125,11322.123046875,0.020794422501213387,0.20196147852855972,12823.689453125,10915.685546875,0.01953460789554264,0.22570933435038176,12823.689453125,10246.1865234375
2018-03-10,28719.806640625,14448058195,3,10,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.0030807197496875486,-0.0036433994327744555,0.04885439730476576,714.486328125,28328.341796875,28415.748046875,28519.466796875,27159.65234375,26861.70703125,26862.375,26756.798828125,29682.94921875,0.018343930838260275,0.07336482309074333,28719.806640625,26861.70703125,0.016508431289790387,0.04755977207864359,28719.806640625,26756.798828125,0.015432054937281172,0.0554438629891334,28719.806640625,26217.25
2018-03-11,8658.5537109375,66964629541,3,4,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0.11984140644428902,0.0014686626299017075,0.01495735604802822,907.39453125,8801.0380859375,7807.05859375,7795.60107421875,7679.8671875,7569.93603515625,7550.90087890625,7429.724609375,8864.7666015625,0.044690544038735416,0.1653936271085923,8801.0380859375,7550.90087890625,0.03730395532049403,0.21663508908787965,8801.0380859375,6880.3232421875,0.03490645943289042,0.34477896223547644,8801.0380859375,6606.7763671875
2018-03-12,47178.125,26686491018,3,12,0,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,-0.024336011956341844,-0.062151426511976506,-0.003333620966693561,1819.65234375,46444.7109375,47588.85546875,50640.41796875,50809.515625,50429.859375,50822.1953125,50784.5390625,46306.4453125,0.025991489636524617,-0.07101401586143419,50822.1953125,46444.7109375,0.027419785320588853,-0.010223359453167546,50822.1953125,46202.14453125,0.033627699555937855,-0.1723923757531578,57229.828125,46202.14453125
2018-03-13,3951.599853515625,9713267607,6,3,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.01581381071084786,-0.0026502747112911442,0.0019299650258204676,41.793212890625,3963.313720703125,3901.131591796875,3911.484375,3903.942626953125,3896.375,3761.55712890625,3847.17578125,3905.227294921875,0.017876538340917285,0.02714304679670665,3963.313720703125,3761.55712890625,0.013464492598484937,0.037048956749093476,3963.313720703125,3761.55712890625,0.023005022856596502,0.0776756606174045,4142.52685546875,3616.880859375
2018-03-14,96635.609375,28990872862,2,2,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,-0.0024445399934847232,-0.004184968400662239,-0.014506383627455663,1843.625,95539.546875,95773.3828125,96175.03125,97580.3515625,97508.96875,96623.8671875,97885.859375,98333.9375,0.009937367049488164,-0.012772529229276075,97580.3515625,95539.546875,0.01075749730561508,0.0002087043374356945,97885.859375,95539.546875,0.017856427666127286,-0.05274682069787462,106146.265625,95539.546875
2018-03-15,17104.193359375,14122486832,6,12,1,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-0.00025846420531521353,-0.005838370505888547,0.022614200081039638,153.814453125,17128.724609375,17133.15234375,17233.474609375,16848.126953125,17089.50390625,16974.826171875,17130.486328125,17206.4375,0.012098770377890903,-0.0015348641157275633,17233.474609375,16848.126953125,0.016370219892114173,0.04010832280538068,17233.474609375,16217.322265625,0.01677019654630678,0.004103509946273398,17233.474609375,15787.2841796875
2018-03-16,43208.5390625,30661222077,6,9,1,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-0.002878952738409655,-0.04686219528987527,0.02985630902322461,3070.83984375,42716.59375,42839.75,44895.09765625,43574.5078125,40693.67578125,42843.80078125,47260.21875,42235.73046875,0.056323349590104085,-0.08573129356283393,44895.09765625,40693.67578125,0.04316288219133748,-0.06197411729129021,48278.36328125,40693.67578125,0.03893304691933347,-0.11924761002431794,52633.53515625,40693.67578125
2018-03-17,7531.66357421875,23991412764,2,11,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.010057835510045162,0.013839370591340378,-0.04845012522266549,645.51904296875,7218.37109375,7146.1337890625,7047.9169921875,7397.796875,7296.57763671875,7642.75,8027.26806640625,7463.10595703125,0.03788767668022447,-0.06174011981256511,7642.75,7047.9169921875,0.027618839568647066,-0.1449319991072835,8708.0947265625,7047.9169921875,0.02376643172718294,-0.1863069585503555,9427.6875,7047.9169921875
2018-03-18,29230.111328125,11656781982,0,7,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-0.0027837737874393067,0.0012840607690722545,0.0037094442045335473,358.294921875,29275.30859375,29356.91796875,29319.24609375,29210.689453125,29354.97265625,29227.390625,29176.916015625,29675.732421875,0.00344742314293236,0.0018231986023304891,29356.91796875,29210.689453125,0.009612217871116368,-0.03037818369588774,30084.5390625,29176.916015625,0.013298800375789167,-0.044457774554147234,31476.048828125,29176.916015625
2018-03-19,57858.921875,55746041000,3,3,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.03572418708035779,0.015929471547609108,-0.05895520841682183,5862.671875,58870.89453125,56804.90234375,55907.19921875,59302.31640625,61243.0859375,57332.08984375,57805.12109375,58346.65234375,0.04235852867823256,0.000930726901561929,61243.0859375,55907.19921875,0.03386422786460393,0.19146479162596086,61243.0859375,48912.3828125,0.04478677025631855,0.17599742821988773,61243.0859375,45137.76953125
2018-03-20,9373.009765625,7394019840,0,5,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.020843383079432266,0.016094355065083252,-0.004433170333562973,434.3193359375,9654.7998046875,9858.150390625,9700.759765625,9743.8603515625,9235.919921875,9119.009765625,9240.5498046875,9234.8203125,0.02818214323282039,0.014334640658536069,9858.150390625,9119.009765625,0.0440196217094826,0.04950574731873614,9858.150390625,8845.740234375,0.04107037284727399,0.35622745146359547,9858.150390625,6770.72998046875
2018-03-21,29180.578125,13618163710,0,8,0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,-9.347994530765627e-06,-0.0011000318899209226,-0.0035908335462961935,520.140625,29041.85546875,29042.126953125,29074.091796875,29178.6796875,29151.958984375,29675.732421875,29230.111328125,29765.4921875,0.009859613176913001,-0.0016945950895964623,29675.732421875,29041.85546875,0.0071007258435509145,0.00012551392933501937,29675.732421875,29041.85546875,0.012593825962651637,-0.03670748155631598,31476.048828125,29041.85546875
2018-03-22,9303.6298828125,15324301169,6,6,1,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.004760633072752032,-0.013243316204145586,-0.00724264397501192,100.6767578125,9332.3408203125,9288.0185546875,9411.8408203125,9480.2548828125,9538.0244140625,9450.7021484375,9386.7880859375,9648.7177734375,0.008329002905068588,-0.008859068976914575,9538.0244140625,9288.0185546875,0.017477500188026032,-0.046647149798385135,9870.0947265625,9288.0185546875,0.026852849900428605,0.013182871476946856,10167.2685546875,8790.3681640625
2018-03-23,6371.2998046875,4180090000,1,9,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-0.03688071788794455,-0.003984578276937406,0.004670726045218974,118.47021484375,6281.2001953125,6517.18017578125,6543.2001953125,6512.7099609375,6517.31005859375,6351.7998046875,6321.2001953125,6398.5400390625,0.0194822209964684,0.007925648267262941,6543.2001953125,6281.2001953125,0.028460126185612097,-0.13452948527129316,6792.830078125,6225.97998046875,0.025020270840493804,-0.020714505557498097,7361.66015625,6225.97998046875
2018-03-24,10750.7236328125,46852525493,5,9,1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-0.00627888978372976,0.04893613643511954,-0.028125828810467837,105.7177734375,10692.716796875,10760.06640625,10246.1865234375,10538.4599609375,10462.259765625,10938.271484375,11094.3466796875,10775.26953125,0.029850002928394122,-0.03097280595207419,10938.271484375,10246.1865234375,0.02367717025187328,0.029548715240924617,11094.3466796875,10246.1865234375,0.029513050415175976,-0.05057438194681074,11970.478515625,10131.5166015625
