date,close,high,low,open,volume,day_of_week,month,is_weekend,sin_dow,cos_dow,sin_month,cos_month,return_pct,return_log,return_log_lag_1,return_log_lag_2,return_log_lag_3,close_sma_7,close_sma_30,return_log_std_7,return_log_std_30,volatility_7d,volatility_14d,volatility_30d,true_range,atr_14,dollar_volume,volume_change_pct,range_hl,close_lag_1,close_lag_2,close_lag_3,close_lag_4,close_lag_5,close_lag_6,close_lag_7,close_ema_7,close_ema_30,close_over_sma_7,close_over_sma_30,momentum_7d,momentum_14d,momentum_30d,rolling_max_7d,rolling_min_7d,rolling_max_14d,rolling_min_14d,rolling_max_30d,rolling_min_30d,target_next_close
2018-02-10,8621.900390625,9122.5498046875,8295.4697265625,8720.080078125,7780960256,5,2,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-0.013171607575021227,-0.013259122522587949,0.05546355066788704,0.08115416198669995,-0.017261906053983648,8033.150041852678,10668.078401692708,0.10188101883283845,0.0730158997325838,0.10188101883283845,0.08179448509829783,0.0730158997325838,827.080078125,1128.8756277901787,67086664270644.0,0.1468189280058365,827.080078125,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8467.087342865098,10355.747911895713,1.073290097372131,0.8081961967262032,-0.06027413415577554,-0.24638350420566235,-0.35685296541499534,8736.98046875,6955.27001953125,11786.2998046875,6955.27001953125,14360.2001953125,6955.27001953125,8129.97021484375
2018-02-11,8129.97021484375,8616.1298828125,7931.10009765625,8616.1298828125,6122189824,6,2,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,-0.05705588715872301,-0.05874826338459948,-0.013259122522587949,0.05546355066788704,0.08115416198669995,8012.144391741072,10473.057421875,0.09628854726355089,0.07263389534469222,0.09628854726355089,0.0810526087160622,0.07263389534469222,690.80029296875,1135.3899623325892,49773220918739.5,-0.2131832546915916,685.02978515625,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,8382.808060859761,10212.149350795587,1.0147059036060475,0.776274767467878,-0.01776481542789954,-0.3102186140207973,-0.41848200778226863,8736.98046875,6955.27001953125,11296.400390625,6955.27001953125,14360.2001953125,6955.27001953125,8926.5703125
2018-02-12,8926.5703125,8985.919921875,8141.43017578125,8141.43017578125,6256439808,0,2,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.09798315081177211,0.09347499762512804,-0.05874826338459948,-0.013259122522587949,0.05546355066788704,8293.758719308036,10291.93642578125,0.06486830944021173,0.0750348210892418,0.06486830944021173,0.08692655678243831,0.0750348210892418,855.94970703125,1146.786411830357,55848549852036.0,0.021928425589438305,844.48974609375,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8518.748623769821,10129.208767679744,1.0762997350910108,0.8673363245947561,0.28342541517915154,-0.20978630326274084,-0.3783812070103425,8926.5703125,7621.2998046875,10221.099609375,6955.27001953125,13819.7998046875,6955.27001953125,8598.3095703125
2018-02-13,8598.3095703125,8958.4697265625,8455.41015625,8926.7197265625,5696719872,1,2,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,-0.03677344497335466,-0.03746663522015054,0.09347499762512804,-0.05874826338459948,-0.013259122522587949,8414.37437220982,10119.480078125,0.06083115203472695,0.07498701905696392,0.06083115203472695,0.08289755295333426,0.07498701905696392,503.0595703125,1091.9335239955358,48982160994807.0,-0.08946300982298205,503.0595703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,8538.638860405492,10030.441077527019,1.0218596404160674,0.8496789858699587,0.10888697063612329,-0.149212893296077,-0.37566732716290296,8926.5703125,7621.2998046875,10221.099609375,6955.27001953125,13819.7998046875,6955.27001953125,9494.6298828125
2018-02-14,9494.6298828125,9518.5400390625,8599.919921875,8599.919921875,7909819904,2,2,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.10424378247495736,0.09916074093751738,-0.03746663522015054,0.09347499762512804,-0.05874826338459948,8681.992954799107,9975.307747395833,0.06628614039419273,0.07781264860411168,0.06628614039419273,0.08793276635994084,0.07781264860411168,920.23046875,1114.508579799107,75100812428183.5,0.38848672248702765,918.6201171875,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,8777.636616007243,9995.872613351889,1.0936002749880367,0.9518132295508558,0.2458019138641947,-0.07107549621140241,-0.31296907212852365,9494.6298828125,8129.97021484375,9494.6298828125,6955.27001953125,12899.2001953125,6955.27001953125,10166.400390625
2018-02-15,10166.400390625,10234.7998046875,9395.580078125,9488.3203125,9062540288,3,2,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.07075267978887334,0.06836184023155013,0.09916074093751738,-0.03746663522015054,0.09347499762512804,8953.537318638393,9931.17109375,0.06484643735293939,0.07201283783380122,0.06484643735293939,0.0846065839825186,0.07201283783380122,839.2197265625,1068.9871651785713,92133413123978.0,0.14573282299601642,839.2197265625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,9124.827559661682,10006.874405434026,1.1354618882820553,1.0236859575426143,0.2299667153593754,0.10859342495867952,-0.11523429001131369,10166.400390625,8129.97021484375,10166.400390625,6955.27001953125,12899.2001953125,6955.27001953125,10233.900390625
2018-02-16,10233.900390625,10324.099609375,9824.8203125,10135.7001953125,7296159744,4,2,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.006639518158486624,0.006617573638271057,0.06836184023155013,0.09916074093751738,-0.03746663522015054,9167.383021763393,9899.347786458333,0.0642207301817017,0.07190966591453578,0.0642207301817017,0.08361158586125561,0.07190966591453578,499.279296875,1006.5035574776786,74668172054184.0,-0.1949100900923907,499.279296875,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,9402.095767402512,10021.521243188283,1.1163382577481153,1.0337954187875198,0.17133149458547026,0.15889368294029382,-0.08532785621804284,10233.900390625,8129.97021484375,10233.900390625,6955.27001953125,12899.2001953125,6955.27001953125,11112.7001953125
2018-02-17,11112.7001953125,11139.5,10149.400390625,10207.5,8660880384,5,2,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.0858714440383399,0.08238283884948888,0.006617573638271057,0.06836184023155013,0.09916074093751738,9523.21156529018,9887.274446614583,0.06548379401523727,0.07342328775231674,0.06548379401523727,0.08554690024738831,0.07342328775231674,990.099609375,993.0020926339286,96245767134855.0,0.1870464309834059,990.099609375,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,9829.74687438001,10091.919885260815,1.166906785502448,1.1239396919054376,0.28889220378791025,0.2112053421844644,-0.03156456117112949,11112.7001953125,8129.97021484375,11112.7001953125,6955.27001953125,12899.2001953125,6955.27001953125,10551.7998046875
2018-02-18,10551.7998046875,11349.7998046875,10326.0,11123.400390625,8744009728,6,2,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,-0.050473816513253555,-0.05179217303128765,0.08238283884948888,0.006617573638271057,0.06836184023155013,9869.187220982143,9852.087760416667,0.06383382023064756,0.07395718147346235,0.06383382023064756,0.08115707498529669,0.07395718147346235,1023.7998046875,973.0127999441964,92265040140096.0,0.009598255640797415,1023.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,10010.260106956881,10121.589557481893,1.06916603854207,1.0710217023321806,0.2978891097807417,0.2748323492996061,-0.09094203270441858,11112.7001953125,8598.3095703125,11112.7001953125,6955.27001953125,12899.2001953125,6955.27001953125,11225.2998046875
2018-02-19,11225.2998046875,11273.7998046875,10513.2001953125,10552.599609375,7652089856,0,2,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.06382797366007709,0.06187369895710683,-0.05179217303128765,0.08238283884948888,0.006617573638271057,10197.5771484375,9796.291080729166,0.06020915628608293,0.07215230205075032,0.06020915628608293,0.06014594478603441,0.07215230205075032,760.599609375,912.4727957589286,85897002766008.0,-0.12487633316594593,760.599609375,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,10314.020031389537,10192.796670204836,1.1007810621376344,1.14587242377571,0.25751541876823136,0.6139272484268021,-0.12976776585212524,11225.2998046875,8598.3095703125,11225.2998046875,7621.2998046875,11786.2998046875,6955.27001953125,11403.7001953125
2018-02-20,11403.7001953125,11958.5,11231.7998046875,11231.7998046875,9926540288,1,2,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.01589270609507487,0.015767739342639062,0.06187369895710683,-0.05179217303128765,0.08238283884948888,10598.347237723214,9789.74443359375,0.052766370155214216,0.06962644401702825,0.052766370155214216,0.05629411219153244,0.06962644401702825,733.2001953125,836.0984933035714,113199289421043.0,0.2972325828370408,726.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,10586.440072370278,10270.919478276299,1.0759885423193867,1.164861889160295,0.32627234482068546,0.47068612268667787,-0.016930838585538788,11403.7001953125,9494.6298828125,11403.7001953125,7621.2998046875,11786.2998046875,6955.27001953125,10690.400390625
2018-02-21,10690.400390625,11418.5,10479.099609375,11372.2001953125,9405339648,2,2,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,-0.06254985596523333,-0.06459170224791023,0.015767739342639062,0.06187369895710683,-0.05179217303128765,10769.171595982143,9781.711100260416,0.05834590052303527,0.06978472982700622,0.05834590052303527,0.06045947579938657,0.06978472982700622,939.400390625,812.3184988839286,100546846646940.0,-0.05250576987332323,939.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,10612.430151933959,10297.982762943957,0.9926854907403897,1.092896762238295,0.12594177156680164,0.40270041391756317,-0.022046580619870637,11403.7001953125,10166.400390625,11403.7001953125,8129.97021484375,11786.2998046875,6955.27001953125,10005.0
2018-02-22,10005.0,11039.099609375,9939.08984375,10660.400390625,8040079872,3,2,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,-0.06411363144322124,-0.06626121098880938,-0.06459170224791023,0.015767739342639062,0.06187369895710683,10746.11439732143,9752.931087239584,0.06071268358948978,0.07080148709412747,0.06071268358948978,0.06257199307924101,0.07080148709412747,1100.009765625,823.9285016741071,80440999119360.0,-0.1451579450711613,1100.009765625,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,10460.57261395047,10279.080649205638,0.9310341980440708,1.0258454520498166,-0.015875864064318845,0.2104399309826932,-0.07944134919521029,11403.7001953125,10005.0,11403.7001953125,8129.97021484375,11786.2998046875,6955.27001953125,10301.099609375
2018-02-23,10301.099609375,10487.2998046875,9734.5595703125,9937.0703125,7739500032,4,2,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.02959516335582202,0.02916567969339066,-0.06626121098880938,-0.06459170224791023,0.015767739342639062,10755.714285714286,9717.65439453125,0.06185128827923004,0.07051057261950948,0.06185128827923004,0.06160721406864919,0.07051057261950948,752.740234375,816.8191964285714,79725360756393.0,-0.037385180842143706,752.740234375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10420.704362806602,10280.501227281082,0.9577327303177713,1.0600397164949695,0.006566335041873206,0.1790228496240165,-0.09316519753308672,11403.7001953125,10005.0,11403.7001953125,8129.97021484375,11786.2998046875,6955.27001953125,9813.0703125
2018-02-24,9813.0703125,10597.2001953125,9546.9697265625,10287.7001953125,6917929984,5,2,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-0.04737642731178393,-0.048535445290413405,0.02916567969339066,-0.06626121098880938,-0.06459170224791023,10570.05287388393,9669.443391927083,0.05215129745750291,0.07098972339146783,0.05215129745750291,0.06340453982621694,0.07098972339146783,1050.23046875,832.7585100446429,67886133349944.0,-0.10615285801448526,1050.23046875,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10268.795850229952,10250.3443940694,0.9283842218751571,1.0148536906160317,-0.11694996355257592,0.13815630753171493,-0.12845533757990069,11403.7001953125,9813.0703125,11403.7001953125,8129.97021484375,11786.2998046875,6955.27001953125,9664.73046875
2018-02-25,9664.73046875,9923.2197265625,9407.0595703125,9796.419921875,5706939904,6,2,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,-0.015116557715992629,-0.01523197751850677,-0.048535445290413405,0.02916567969339066,-0.06626121098880938,10443.328683035714,9619.221061197917,0.049960579963687086,0.0710142330668202,0.049960579963687086,0.06082931142457727,0.0710142330668202,516.16015625,820.2842145647321,55156035973514.0,-0.17505093037958097,516.16015625,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,10117.779504859964,10212.562850500406,0.925445397926575,1.0047310907258031,-0.08406805970138198,0.1887780906139207,-0.1348684917908226,11403.7001953125,9664.73046875,11403.7001953125,8598.3095703125,11786.2998046875,6955.27001953125,10366.7001953125
2018-02-26,10366.7001953125,10475.0,9501.73046875,9669.4296875,7287690240,0,2,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.07263210586495439,0.07011553986619887,-0.01523197751850677,-0.048535445290413405,0.02916567969339066,10320.671595982143,9583.421061197916,0.05205969523945088,0.07215216055375019,0.05205969523945088,0.058716640056078545,0.07215216055375019,973.26953125,828.6642020089286,75549299834385.0,0.2769873807313181,973.26953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10180.009677473097,10222.507195326994,1.0044598453600904,1.0817327266654269,-0.0764879000395573,0.16133070511928493,-0.09387537315592287,11403.7001953125,9664.73046875,11403.7001953125,8598.3095703125,11786.2998046875,6955.27001953125,10725.599609375
2018-02-27,10725.599609375,10878.5,10246.099609375,10393.900390625,6966179840,1,2,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.03462041028492213,0.0340346060989737,0.07011553986619887,-0.01523197751850677,-0.048535445290413405,10223.800083705357,9548.064388020834,0.05406574243210831,0.07222384557414326,0.05406574243210831,0.05729885242261868,0.07222384557414326,632.400390625,837.90283203125,74716455770740.0,-0.044116913509210876,632.400390625,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,10316.407160448573,10254.964770426866,1.0490815080069307,1.123327113590847,-0.059463207057673606,0.24740793776574677,-0.08999433349647623,10725.599609375,9664.73046875,11403.7001953125,9494.6298828125,11403.7001953125,6955.27001953125,10397.900390625
2018-02-28,10397.900390625,11089.7998046875,10393.099609375,10687.2001953125,6936189952,2,2,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,-0.030552997565149287,-0.03102947063646394,0.0340346060989737,0.07011553986619887,-0.01523197751850677,10182.014369419643,9518.114388020833,0.049592188925533284,0.0720393132756987,0.049592188925533284,0.053141255096785515,0.0720393132756987,696.7001953125,821.9363839285714,72121812211350.0,-0.004305069448221399,696.7001953125,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,10336.78046799268,10264.186423342875,1.0212026828260763,1.0924328040973572,-0.027360995782394593,0.09513488350374044,-0.07953861132132622,10725.599609375,9664.73046875,11403.7001953125,9664.73046875,11403.7001953125,6955.27001953125,10951.0
2018-03-01,10951.0,11052.2998046875,10352.7001953125,10385.0,7317279744,3,3,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.05319339372337972,0.05182687604474616,-0.03102947063646394,0.0340346060989737,0.07011553986619887,10317.1572265625,9546.271061197916,0.04471331602440997,0.0696808334812352,0.04471331602440997,0.05182791727772625,0.0696808334812352,699.599609375,811.9635184151786,80131530476544.0,0.0549422369683108,699.599609375,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10490.33535099451,10308.496976675593,1.0614357966558474,1.1471494921731051,0.0945527236381809,0.0771757533864712,0.08358154929469941,10951.0,9664.73046875,11403.7001953125,9664.73046875,11403.7001953125,6955.27001953125,11086.400390625
2018-03-02,11086.400390625,11189.0,10850.099609375,10977.400390625,7620590080,4,3,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.012364203326180156,0.012288390831968733,0.05182687604474616,-0.03102947063646394,0.0340346060989737,10429.343052455357,9575.114420572916,0.04414184439693181,0.06968530572557415,0.04414184439693181,0.05186107048575394,0.06968530572557415,338.900390625,800.5078822544643,84484912839705.0,0.041451242348456985,338.900390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10639.351610902133,10358.684293704588,1.0630008366648707,1.1578347687214017,0.07623465562213383,0.08330157295462359,0.08465828671274545,11086.400390625,9664.73046875,11403.7001953125,9664.73046875,11403.7001953125,6955.27001953125,11489.7001953125
2018-03-03,11489.7001953125,11528.2001953125,11002.400390625,11101.900390625,6690570240,5,3,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.036377885560451295,0.03573183173255637,0.012288390831968733,0.05182687604474616,-0.03102947063646394,10668.861607142857,9652.419759114584,0.03612203661935055,0.06666039616380792,0.03612203661935055,0.047903783618535006,0.06666039616380792,525.7998046875,767.3436104910714,76872646193280.0,-0.12204039716567461,525.7998046875,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10851.938757004726,10431.65306155026,1.0769377857165274,1.1903440258555902,0.17085680927780467,0.03392514810748004,0.2528924301482125,11489.7001953125,9664.73046875,11489.7001953125,9664.73046875,11489.7001953125,6955.27001953125,11512.599609375
2018-03-04,11512.599609375,11512.599609375,11136.099609375,11497.400390625,6084149760,6,3,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.0019930384320943073,0.0019910549659772955,0.03573183173255637,0.012288390831968733,0.05182687604474616,10932.84291294643,9741.81474609375,0.033620894872853475,0.06612240469154958,0.033620894872853475,0.045311423913096296,0.06612240469154958,376.5,721.10791015625,70044380150355.0,-0.0906380858801058,376.5,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,11017.103970097294,10501.391548506695,1.053028905751681,1.1817715599643581,0.19119717270956604,0.09105553767810082,0.3036944324519435,11512.599609375,10366.7001953125,11512.599609375,9664.73046875,11512.599609375,6955.27001953125,11573.2998046875
